year,type,province,all,female,male,female_ratio,male_ratio,sex_ratio,female_ratio_index,male_ratio_index,sex_ratio_index,high,low,high_ratio,low_ratio,type_ratio,high_ratio_index,low_ratio_index,type_ratio_index,all_index,high_index,low_index,all_avg
2013,Postgraduate Students,贵州,4093,2085,2008,0.5094063034449059,0.49059369655509405,0.9630695443645084,1,0,0,52,4041,0.012704617639872955,0.987295382360127,0.012868101954961643,0,1,0,0,0,0,14029.480322900801
2013,Postgraduate Students,云南,8933,4597,4336,0.5146087540579872,0.4853912459420128,0.9432238416358495,1,0,0,426,8507,0.04768834658009627,0.9523116534199038,0.05007640766427648,0,1,0,0,0,0,17175.433866647505
2013,Postgraduate Students,西藏,274,144,130,0.5255474452554745,0.4744525547445255,0.9027777777777778,1,0,0,3,271,0.010948905109489052,0.9890510948905109,0.01107011070110701,0,1,0,0,0,0,1327.2327870837073
2013,Postgraduate Students,陕西,27566,12396,15170,0.44968439381847203,0.550315606181528,1.2237818651177799,0,1,1,2269,25297,0.08231154320539795,0.9176884567946021,0.08969443016958532,0,1,0,1,1,1,14381.235030125019
2013,Postgraduate Students,甘肃,8629,4098,4531,0.47491018658013673,0.5250898134198633,1.105661298194241,0,1,1,762,7867,0.08830687217522308,0.911693127824777,0.09686030252955383,0,1,0,0,0,0,9102.584915570664
2013,Postgraduate Students,青海,820,429,391,0.5231707317073171,0.4768292682926829,0.9114219114219114,1,0,0,22,798,0.026829268292682926,0.973170731707317,0.02756892230576441,0,1,0,0,0,0,2155.2232558520977
2013,Postgraduate Students,宁夏,1232,729,503,0.5917207792207793,0.4082792207792208,0.6899862825788752,1,0,0,22,1210,0.017857142857142856,0.9821428571428571,0.01818181818181818,0,1,0,0,0,0,2620.432154496755
2013,Postgraduate Students,新疆,4775,2780,1995,0.5821989528795811,0.4178010471204188,0.7176258992805755,1,0,0,172,4603,0.036020942408376964,0.9639790575916231,0.03736693460786444,0,1,0,0,0,0,9405.465833447424
2013,Regular Students,总计,6387210,3274056,3113154,0.5125956403500119,0.487404359649988,0.9508554526862094,0,0,0,3199716,3187494,0.5009567557666024,0.4990432442333977,1.0038343601587956,0,0,0,0,0,0,6387210.0
2013,Regular Students,北京,150929,77748,73181,0.5151296304885078,0.48487036951149215,0.941258939136698,1,0,0,114149,36780,0.7563092579954813,0.24369074200451868,3.1035617183251767,1,0,1,1,1,0,99049.3715040219
2013,Regular Students,天津,120996,61616,59380,0.5092399748752025,0.4907600251247975,0.9637107244871462,0,1,1,67160,53836,0.5550596713940956,0.4449403286059043,1.2474923842781782,1,0,1,1,1,1,62732.99762866379
2013,Regular Students,河北,334278,187059,147219,0.5595911187694075,0.4404088812305925,0.787019068849935,1,0,0,146201,188077,0.43736351180753746,0.5626364881924626,0.7773465123327148,0,1,0,0,0,1,337553.7759516129
2013,Regular Students,山西,173259,90857,82402,0.5243998868745635,0.4756001131254365,0.9069416775812541,1,0,0,76375,96884,0.44081404140621844,0.5591859585937816,0.7883138598736633,0,1,0,1,0,1,157966.23640813556
2013,Regular Students,内蒙古,108272,56804,51468,0.5246416432688045,0.47535835673119553,0.906062953313147,1,0,0,50275,57997,0.4643398108467563,0.5356601891532436,0.8668551821645947,0,1,0,0,0,1,108803.88030805172
2013,Regular Students,辽宁,241049,125085,115964,0.5189193898336023,0.4810806101663977,0.9270815845225246,1,0,0,146687,94362,0.6085360237959917,0.3914639762040083,1.554513469405057,1,0,1,1,1,0,192693.27131782868
2013,Regular Students,吉林,146379,73830,72549,0.5043756276515073,0.4956243723484926,0.9826493295408371,0,1,1,103426,42953,0.7065630998982094,0.2934369001017906,2.4078876911973555,1,0,1,1,1,0,108913.81002008215
2013,Regular Students,黑龙江,184085,95221,88864,0.5172664801586224,0.48273351984137763,0.9332395164932106,1,0,0,116544,67541,0.6330988402096858,0.36690115979031424,1.7255296782694955,1,0,1,1,1,0,144097.08626157197
2013,Regular Students,上海,133794,70864,62930,0.529650059045996,0.4703499409540039,0.8880390607360578,1,0,0,84636,49158,0.632584420826046,0.367415579173954,1.7217136580007324,1,0,1,1,1,0,112521.62010407943
2013,Regular Students,江苏,473843,240496,233347,0.5075436378716157,0.4924563621283843,0.970273933870002,0,1,1,236363,237480,0.4988213395576172,0.5011786604423828,0.9952964460165067,0,1,0,1,1,1,383419.416990279
2013,Regular Students,浙江,244860,132163,112697,0.5397492444662256,0.4602507555337744,0.8527121811702216,1,0,0,128186,116674,0.5235073102997632,0.4764926897002369,1.0986680837204519,1,0,1,0,0,0,292118.5428981433
2013,Regular Students,安徽,280106,137805,142301,0.49197446680899376,0.5080255331910063,1.0326258118355647,0,1,1,121965,158141,0.4354244464595546,0.5645755535404454,0.7712421193744823,0,1,0,1,0,1,276100.8862483112
2013,Regular Students,福建,187230,100742,86488,0.538065480959248,0.461934519040752,0.8585098568620834,1,0,0,94450,92780,0.5044597553810821,0.49554024461891794,1.0179995688726018,1,0,1,0,1,0,187936.8545435453
2013,Regular Students,江西,240601,107649,132952,0.4474170930295385,0.5525829069704614,1.2350509526330946,0,1,1,101020,139581,0.4198652540928758,0.5801347459071242,0.7237374714323582,0,1,0,1,0,1,204443.7251048628
2013,Regular Students,山东,475858,244250,231608,0.5132833744520424,0.4867166255479576,0.9482415557830092,1,0,0,211661,264197,0.4447986584233112,0.5552013415766889,0.8011483854850736,0,1,0,1,0,1,459333.4295609699
2013,Regular Students,河南,450194,238468,211726,0.5297005291052302,0.4702994708947698,0.8878591676870691,1,0,0,184178,266016,0.40910807340835287,0.5908919265916471,0.6923568507157464,0,1,0,1,0,1,449552.3454368122
2013,Regular Students,湖北,361572,176630,184942,0.4885057471264368,0.5114942528735632,1.0470588235294118,0,1,1,180278,181294,0.49859502395096966,0.5014049760490303,0.9943958432159917,0,1,0,1,1,1,261285.7831932945
2013,Regular Students,湖南,294355,148836,145519,0.5056343530770668,0.49436564692293317,0.977713725174017,0,1,1,142030,152325,0.48251261232185627,0.5174873876781437,0.9324142458559002,0,1,0,0,0,1,300611.76909295877
2013,Regular Students,广东,412315,209077,203238,0.5070807513672799,0.49291924863272013,0.9720724900395548,0,1,1,200491,211824,0.48625686671598173,0.5137431332840183,0.946498036105446,0,1,0,0,0,0,570109.4302630246
2013,Regular Students,广西,169543,80935,88608,0.477371522268687,0.522628477731313,1.0948044727250263,0,1,1,65083,104460,0.3838731177341441,0.6161268822658559,0.6230423128470228,0,1,0,0,0,0,226785.13164563032
2013,Regular Students,海南,43804,23088,20716,0.5270751529540681,0.47292484704593185,0.8972626472626473,1,0,0,19986,23818,0.4562597023102913,0.5437402976897087,0.8391132756738601,0,1,0,0,0,1,45609.8004227467
2013,Regular Students,重庆,148684,77619,71065,0.5220400312071238,0.47795996879287617,0.9155619113876757,1,0,0,82490,66194,0.5548007855586344,0.44519921444136556,1.2461854548750642,1,0,1,1,1,0,145020.3501624593
2013,Regular Students,四川,318407,161176,157231,0.5061949014939998,0.4938050985060002,0.975523651163945,0,1,1,164906,153501,0.5179094680707397,0.4820905319292603,1.0742991902332883,1,0,1,0,0,0,378564.2408249382
2013,Regular Students,贵州,88060,48245,39815,0.547865091982739,0.452134908017261,0.8252668670328531,1,0,0,43091,44969,0.48933681580740407,0.5106631841925959,0.9582378972180836,0,1,0,0,0,0,174463.9815999097
2013,Regular Students,云南,127932,69263,58669,0.5414048088046775,0.4585951911953225,0.8470467637844159,1,0,0,64950,62982,0.5076915861551449,0.4923084138448551,1.0312470229589406,1,0,1,0,0,0,213585.57188964266
2013,Regular Students,西藏,9139,4688,4451,0.5129664077032499,0.4870335922967502,0.9494453924914675,1,0,0,4818,4321,0.5271911587701061,0.47280884122989386,1.1150196713723675,1,0,1,0,0,0,16504.839182574335
2013,Regular Students,陕西,253823,127886,125937,0.5038392895836863,0.4961607104163137,0.9847598642541013,0,1,1,136062,117761,0.536050712504383,0.46394928749561704,1.1554079873642378,1,0,1,1,1,1,178838.2367652043
2013,Regular Students,甘肃,109192,50618,58574,0.46356875961608907,0.5364312403839109,1.1571772887115255,0,1,1,60848,48344,0.5572569419005056,0.4427430580994945,1.2586463676981632,1,0,1,0,1,0,113195.44064860832
2013,Regular Students,青海,12447,6285,6162,0.504940949626416,0.495059050373584,0.9804295942720763,0,1,1,6813,5634,0.5473608098336948,0.45263919016630516,1.20926517571885,1,0,1,0,0,0,26801.337027352736
2013,Regular Students,宁夏,22221,11013,11208,0.4956122586742271,0.5043877413257729,1.017706347044402,0,1,1,12574,9647,0.5658611223617299,0.4341388776382701,1.303410386648699,1,0,1,0,0,0,32586.45485532901
2013,Regular Students,新疆,69983,38040,31943,0.5435605789977566,0.4564394210022434,0.8397213459516298,1,0,0,32020,37963,0.45753968820999386,0.5424603117900061,0.8434528356557701,0,1,0,0,0,0,116961.92448601456
2013,Adult Students,总计,1997729,1080234,917495,0.5407310000505574,0.4592689999494426,0.8493483819246571,0,0,0,811159,1186570,0.40604055905480674,0.5939594409451933,0.6836166429287779,0,0,0,0,0,0,1997729.0
2013,Adult Students,北京,96416,54195,42221,0.5620955028211085,0.43790449717889146,0.7790571085893533,1,0,0,53429,42987,0.5541507633587787,0.4458492366412214,1.2429106474050293,1,0,1,1,1,1,30979.692523865375
2013,Adult Students,天津,25634,14193,11441,0.5536787079659827,0.4463212920340173,0.806101599379976,1,0,0,12347,13287,0.48166497620347976,0.5183350237965203,0.9292541581997441,1,0,1,1,1,1,19621.012714426626
2013,Adult Students,河北,82102,44018,38084,0.5361379747143796,0.4638620252856203,0.8651915125630424,0,1,1,38455,43647,0.4683807946213247,0.5316192053786754,0.8810456617866061,1,0,1,0,0,0,105576.76470290466
2013,Adult Students,山西,53382,26498,26884,0.4963845490989472,0.5036154509010528,1.0145671371424259,0,1,1,24396,28986,0.457007980218051,0.542992019781949,0.8416476919892362,1,0,1,1,1,0,49407.13261242206
2013,Adult Students,内蒙古,33492,16982,16510,0.5070464588558462,0.49295354114415385,0.972205865033565,0,1,1,12370,21122,0.3693419324017676,0.6306580675982324,0.5856452987406495,0,1,0,0,0,1,34030.61227107358
2013,Adult Students,辽宁,79082,36664,42418,0.4636200399585241,0.5363799600414759,1.1569386864499236,0,1,1,28631,50451,0.3620419311600617,0.6379580688399383,0.567501139719728,0,1,0,1,1,1,60268.7145430469
2013,Adult Students,吉林,68603,35990,32613,0.5246126262699882,0.47538737373001183,0.9061683801055849,0,1,1,29234,39369,0.4261329679460082,0.5738670320539918,0.7425639462521273,1,0,1,1,1,1,34064.99500996659
2013,Adult Students,黑龙江,65283,35308,29975,0.5408452430188564,0.45915475698114366,0.8489577432876402,1,0,0,29521,35762,0.452200419711104,0.5477995802888961,0.8254851518371455,1,0,1,1,1,1,45069.275636818566
2013,Adult Students,上海,53994,32003,21991,0.5927140052598436,0.4072859947401563,0.6871543292816299,1,0,0,37571,16423,0.6958365744341964,0.3041634255658036,2.2877062656031177,1,0,1,1,1,0,35193.41052022753
2013,Adult Students,江苏,150467,82388,68079,0.5475486319259373,0.4524513680740628,0.8263217944360829,1,0,0,68609,81858,0.45597373510470735,0.5440262648952927,0.8381465464585013,1,0,1,1,1,1,119922.17078890048
2013,Adult Students,浙江,101082,61597,39485,0.6093765457747176,0.39062345422528244,0.6410214783187493,1,0,0,34614,66468,0.34243485487030334,0.6575651451296967,0.5207618703737137,0,1,0,1,0,1,91365.97741194745
2013,Adult Students,安徽,67611,37164,30447,0.5496738696365976,0.4503261303634024,0.8192605747497578,1,0,0,26328,41283,0.3894040910502729,0.6105959089497272,0.6377443499745657,0,1,0,0,0,0,86356.13161050796
2013,Adult Students,福建,34530,20330,14200,0.5887633941500144,0.4112366058499855,0.6984751598622725,1,0,0,15171,19359,0.43935708079930497,0.5606429192006951,0.7836665116999845,1,0,1,0,0,0,58781.04907939808
2013,Adult Students,江西,36835,20240,16595,0.5494773992127053,0.45052260078729467,0.8199110671936759,1,0,0,17558,19277,0.47666621419845256,0.5233337858015474,0.9108263733983504,1,0,1,0,0,0,63943.906417671016
2013,Adult Students,山东,128297,69495,58802,0.5416728372448304,0.45832716275516966,0.846132815310454,1,0,0,59724,68573,0.46551361294496363,0.5344863870550364,0.8709550406136526,1,0,1,0,1,0,143665.8122879014
2013,Adult Students,河南,105871,58465,47406,0.5522286556280757,0.44777134437192434,0.8108440947575473,1,0,0,42723,63148,0.4035382682698756,0.5964617317301244,0.6765534933806296,0,1,0,0,0,0,140606.58057229017
2013,Adult Students,湖北,104638,52465,52173,0.5013952866071599,0.49860471339284007,0.9944343848279805,0,1,1,34969,69669,0.3341902559299681,0.6658097440700319,0.5019305573497538,0,1,0,1,1,1,81722.40874700488
2013,Adult Students,湖南,101180,52616,48564,0.5200237201027871,0.47997627989721287,0.9229892048046222,0,1,1,35212,65968,0.34801344139157936,0.6519865586084206,0.5337739510065487,0,1,0,1,0,1,94022.40553517223
2013,Adult Students,广东,156277,94040,62237,0.6017520172514189,0.39824798274858103,0.6618141216503616,1,0,0,54973,101304,0.3517664147635289,0.6482335852364711,0.5426537945194662,0,1,0,0,0,0,178313.24506473436
2013,Adult Students,广西,67198,42438,24760,0.6315366528765737,0.36846334712342627,0.5834393703756068,1,0,0,26742,40456,0.39795827256763594,0.6020417274323641,0.6610144354360292,0,1,0,0,0,0,70931.63278760106
2013,Adult Students,海南,7407,4560,2847,0.6156338598622925,0.3843661401377076,0.6243421052631579,1,0,0,3600,3807,0.48602673147023084,0.5139732685297691,0.9456264775413712,1,0,1,0,0,0,14265.386763349466
2013,Adult Students,重庆,40101,17554,22547,0.4377446946460188,0.5622553053539812,1.2844365956477157,0,1,1,9787,30314,0.2440587516520785,0.7559412483479215,0.3228541268060962,0,1,0,0,0,1,45358.04507910334
2013,Adult Students,四川,124910,67068,57842,0.5369305900248179,0.46306940997518214,0.8624381225025347,0,1,1,33337,91573,0.26688815947482186,0.7331118405251781,0.3640483548644251,0,1,0,1,0,1,118403.6163299724
2013,Adult Students,贵州,22657,12373,10284,0.5461005428785806,0.45389945712141944,0.831164632667906,1,0,0,12080,10577,0.5331685571787969,0.46683144282120315,1.1421007847215656,1,0,1,0,0,0,54567.13580696517
2013,Adult Students,云南,52510,26358,26152,0.5019615311369263,0.4980384688630737,0.9921845360042492,0,1,1,24521,27989,0.46697771852980385,0.5330222814701961,0.8760941798563722,1,0,1,0,0,0,66803.20373770769
2013,Adult Students,西藏,3187,1541,1646,0.48352682773768435,0.5164731722623157,1.0681375730045426,0,1,1,1698,1489,0.5327894571697521,0.4672105428302479,1.140362659503022,1,0,1,0,0,0,5162.221983520981
2013,Adult Students,陕西,69467,28812,40655,0.41475808657348096,0.5852419134265191,1.411044009440511,0,1,1,20555,48912,0.2958958930139491,0.704104106986051,0.4202445207719987,0,1,0,1,0,1,55935.272504695284
2013,Adult Students,甘肃,28978,14727,14251,0.5082131271999448,0.49178687280005523,0.9676784137977864,0,1,1,10904,18074,0.3762854579336048,0.6237145420663952,0.6032975544981741,0,1,0,0,0,0,35404.16151206922
2013,Adult Students,青海,5120,2462,2658,0.480859375,0.519140625,1.0796100731112916,0,1,1,2705,2415,0.5283203125,0.4716796875,1.1200828157349896,1,0,1,0,0,0,8382.659755717497
2013,Adult Students,宁夏,12328,5969,6359,0.4841823491239455,0.5158176508760545,1.0653375774836655,0,1,1,3130,9198,0.25389357560025955,0.7461064243997404,0.34029136768862794,0,1,0,1,0,1,10192.072261861058
2013,Adult Students,新疆,19090,11721,7369,0.613986380303824,0.38601361969617604,0.628700622813753,1,0,0,6265,12825,0.3281822943949712,0.6718177056050288,0.4884990253411306,0,1,0,0,0,0,36582.20544518207
2013,Web-based Students,总计,1560762.0,799193.0,761569.0,0.512053086889609,0.48794691311039096,0.9529225105825502,0,0,0,536702.0,1024060.0,0.3438717754532722,0.6561282245467278,0.5240923383395504,0,0,0,0,0,0,1560761.9999999998
2013,Web-based Students,北京,955161.0,503330.0,451831.0,0.5269582824256853,0.4730417175743147,0.8976834283670753,1,0,0,287497.0,667664.0,0.30099323569534353,0.6990067643046565,0.4306013204246447,0,1,0,1,1,1,24203.446444904774
2013,Web-based Students,天津,20243.0,9899.0,10344.0,0.4890085461641061,0.5109914538358938,1.044954035761188,0,1,1,7849.0,12394.0,0.3877389714963197,0.6122610285036802,0.6332903017589157,1,0,1,1,1,1,15329.271911352305
2013,Web-based Students,河北,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,82483.76152683116
2013,Web-based Students,山西,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,38600.21810287034
2013,Web-based Students,内蒙古,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,26587.032810468958
2013,Web-based Students,辽宁,66645.0,29324.0,37321.0,0.44000300097531697,0.559996999024683,1.2727117719274315,0,1,1,31085.0,35560.0,0.4664265886413084,0.5335734113586916,0.874156355455568,1,0,1,1,1,1,47086.02590623401
2013,Web-based Students,吉林,36458.0,20615.0,15843.0,0.5654451697844095,0.43455483021559055,0.7685180693669658,1,0,0,14525.0,21933.0,0.39840364254758903,0.601596357452411,0.6622441070532987,1,0,1,1,1,1,26613.894948586854
2013,Web-based Students,黑龙江,22861.0,8883.0,13978.0,0.38856567954157734,0.6114343204584226,1.5735674884611055,0,1,1,5456.0,17405.0,0.23865972617120862,0.7613402738287914,0.3134731399023269,0,1,0,0,0,0,35211.18869549985
2013,Web-based Students,上海,53096.0,30691.0,22405.0,0.5780284767214102,0.4219715232785897,0.730018572219869,1,0,0,15808.0,37288.0,0.29772487569685097,0.702275124303149,0.42394335979403563,0,1,0,1,1,1,27495.490024108054
2013,Web-based Students,江苏,16991.0,9019.0,7972.0,0.5308104290506739,0.4691895709493261,0.883911741878257,1,0,0,8662.0,8329.0,0.5097993055146842,0.4902006944853158,1.0399807900108056,1,0,1,0,0,0,93691.37011317645
2013,Web-based Students,浙江,15965.0,10005.0,5960.0,0.6266833698715941,0.3733166301284059,0.5957021489255372,1,0,0,12821.0,3144.0,0.8030692139054181,0.1969307860945819,4.0779262086514,1,0,1,0,0,0,71381.32631474335
2013,Web-based Students,安徽,209.0,72.0,137.0,0.3444976076555024,0.6555023923444976,1.9027777777777777,0,1,1,199.0,10.0,0.9521531100478469,0.04784688995215311,19.9,1,0,1,0,0,0,67467.2934540569
2013,Web-based Students,福建,24598.0,14933.0,9665.0,0.6070818765753313,0.3929181234246687,0.6472242683988482,1,0,0,13308.0,11290.0,0.5410195950890316,0.45898040491096836,1.1787422497785651,1,0,1,0,0,0,45923.76029144068
2013,Web-based Students,江西,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,49957.336189371556
2013,Web-based Students,山东,37808.0,15030.0,22778.0,0.39753491324587387,0.6024650867541261,1.5155023286759814,0,1,1,15640.0,22168.0,0.4136690647482014,0.5863309352517986,0.7055214723926381,1,0,1,0,0,0,112241.52050557888
2013,Web-based Students,河南,19463.0,9442.0,10021.0,0.48512562297693057,0.5148743770230694,1.0613217538657065,0,1,1,8116.0,11347.0,0.41699635205261265,0.5830036479473873,0.7152551335154667,1,0,1,0,0,0,109851.44026400414
2013,Web-based Students,湖北,55404.0,21303.0,34101.0,0.3845029239766082,0.6154970760233918,1.6007604562737643,0,1,1,18883.0,36521.0,0.3408237672370226,0.6591762327629774,0.5170449878152296,0,1,0,0,0,0,63847.11345772767
2013,Web-based Students,湖南,24050.0,13273.0,10777.0,0.5518918918918919,0.4481081081081081,0.811949069539667,1,0,0,9131.0,14919.0,0.37966735966735965,0.6203326403326404,0.6120383403713385,1,0,1,0,0,0,73456.70894695251
2013,Web-based Students,广东,24698.0,15296.0,9402.0,0.6193214025427161,0.380678597457284,0.6146705020920502,1,0,0,11204.0,13494.0,0.4536399708478419,0.5463600291521581,0.8302949459018824,1,0,1,0,0,0,139310.4555191044
2013,Web-based Students,广西,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,55416.62410308996
2013,Web-based Students,海南,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,11145.09203978059
2013,Web-based Students,重庆,51105.0,22484.0,28621.0,0.4399569513746209,0.5600430486253791,1.2729496530866393,0,1,1,21939.0,29166.0,0.4292926328147931,0.570707367185207,0.7522114791195227,1,0,1,1,1,1,35436.79505766372
2013,Web-based Students,四川,79325.0,35811.0,43514.0,0.4514465805231642,0.5485534194768358,1.2151015051241238,0,1,1,29296.0,50029.0,0.3693161046328396,0.6306838953671604,0.5855803633892342,1,0,1,0,0,0,92504.9719108049
2013,Web-based Students,贵州,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,42631.56414926678
2013,Web-based Students,云南,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,52191.214059600745
2013,Web-based Students,西藏,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4033.0795155119504
2013,Web-based Students,陕西,45415.0,23595.0,21820.0,0.519542001541341,0.48045799845865905,0.9247721974994703,1,0,0,20217.0,25198.0,0.44516129032258067,0.5548387096774193,0.8023255813953488,1,0,1,1,1,0,43700.445748634185
2013,Web-based Students,甘肃,11267.0,6188.0,5079.0,0.549214520280465,0.4507854797195349,0.8207821590174531,1,0,0,5066.0,6201.0,0.44963166770213897,0.550368332297861,0.8169650056442509,1,0,1,0,0,0,27660.14305739176
2013,Web-based Students,青海,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6549.104911453531
2013,Web-based Students,宁夏,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,7962.741236457392
